Order;families;genus;subspeciesname;distribution;latD;logD;publication;UTM corrected
Heteroptera;Miridae;Orthonotus;Orthonotus creticus;Kriti;35,58410357;24,14048821;Heiss, E.,1984: Heteropteren aus Kreta II (Insecta: Heteroptera)..Bericht des Naturwissenschaftlich-Medizinischen Vereins in Innsbruck ;KV33
Heteroptera;Miridae;Orthotylus;Orthotylus creticus;Kriti;;;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;krt
Heteroptera;Miridae;Phytocoris;Phytocoris conifer;Kriti;;;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;krt
Heteroptera;Miridae;Phytocoris;Phytocoris niger;Kriti;;;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;krt
Heteroptera;Miridae;Alloeotomus;Alloeotomus pericarti;Kriti;;;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;krt
Heteroptera;Miridae;Polymerus;Polymerus hirtulus;Kriti;;;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;krt
Heteroptera;Miridae;Cyllecoris;Cyllecoris ernsti;Kriti;;;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;krt
Heteroptera;Miridae;Cyllecoris;Cyllecoris ernsti;Kriti;35,1829;25,4623;Matocq, A. & Sigwalt, P.,2006: A new Cyllecorisfrom Crete with a tube-like structure associated with female genitalia (Heteroptera,Miridae, Orthotylinae, Orthotylini).Biologiezentrum Linz;LU59
Heteroptera;Miridae;Cyllecoris;Cyllecoris ernsti;Kriti;35,18797;25,619922;Matocq, A. & Sigwalt, P.,2006: A new Cyllecorisfrom Crete with a tube-like structure associated with female genitalia (Heteroptera,Miridae, Orthotylinae, Orthotylini).Biologiezentrum Linz;LU79
Heteroptera;Miridae;Cyllecoris;Cyllecoris ernsti;Kriti;35,32157123;23,74681036;Matocq, A. & Sigwalt, P.,2006: A new Cyllecorisfrom Crete with a tube-like structure associated with female genitalia (Heteroptera,Miridae, Orthotylinae, Orthotylini).Biologiezentrum Linz;GE41
Heteroptera;Miridae;Globiceps;Globiceps handlirschi;Kriti;;;Heckmann, R., Strauss, G. & Rietschel, S.,2015: Die Heteropterenfauna Kretas.Carolinea ;krt
Heteroptera;Tingidae;Kalama;Kalama cretica;Kriti;35,29863;25,16028;Heiss, E.,1985: Heteropteren aus Kreta III (Insecta: Heteroptera).Bericht des Naturwissenschaftlich- Medizinischen Vereins in Innsbruck ;LV30
Heteroptera;Tingidae;Kalama;Kalama cretica;Kriti;35,32120638;23,93171302;Heiss, E.,1985: Heteropteren aus Kreta III (Insecta: Heteroptera).Bericht des Naturwissenschaftlich- Medizinischen Vereins in Innsbruck ;GE61
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,3384532;24,5035697;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KV71
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,07681;25,65875;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;LU78
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,38196;24,95831;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;LV11
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,1911531;24,465282;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KU69
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,46852;23,80161;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;GE52
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,055;24,80861111;"Tom J. Battin,1993: Revision of the puella group of the genus Cuenagrion Kirby, 1890
(Odonata, Zygoptera), with emphasis on morphologies contributing to
reproductive isolation.Hydrobiologia";LU08
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,29863;25,16028;"Tom J. Battin,1993: Revision of the puella group of the genus Cuenagrion Kirby, 1890
(Odonata, Zygoptera), with emphasis on morphologies contributing to
reproductive isolation.Hydrobiologia";LV30
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,319833;24,326667;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV51
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,315583;24,35925;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV51
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,314533;24,374867;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV61
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,337533;24,503917;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV71
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,228369;24,643148;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV80
Odonata;Coenagrionidae;Coenagrion;Coenagrion intermedium;Kriti;35,216603;24,690128;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV80
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,38196;24,95831;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;LV11
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,2423;25,1146;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;LV21
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,36257;24,2606;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KV51
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,3384532;24,5035697;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KV71
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,23666667;23,68888889;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;GE40
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,18875645;24,39825022;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KU69
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,201344;24,311991;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KU59
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35233333;24483333;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KU69
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,319833;24,326667;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV51
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,315583;24,35925;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV51
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,314533;24,374867;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV61
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,337533;24,503917;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV71
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,228369;24,643148;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV80
Odonata;Calopterygidae;Calopteryx;Calopteryx splendens cretensis;Kriti;35,216603;24,690128;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV80
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,38196;24,95831;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;LV11
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,1911531;24,465282;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KU69
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,3384532;24,5035697;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KV71
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,32749;23,74286;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;GE41
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,43436;23,91889;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;GE62
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,201344;24,311991;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KU59
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,49054454;23,64545432;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;GE43
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,07681;25,65875;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;LU78
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,42963936;23,68547603;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;GE42
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,229787;24,6667939;Battin V.T.,1989: Überblick  über  die Libellenfauna  der Insel  Kreta(Insecta: Odonata).Zeitschrift  der  Arbeitsgemeinschaft   Österr. Entomologen,;KV80
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,3384532;24,5035697;"Schneider, T. & Müller, O.,2006: Der Endemit Boyeria cretensis:
Beobachtungen zur Verhaltensbiologie der Imagines
(Odonata: Aeshnidae).Libellula 25 (3/4)";KV71
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,30108508;24,39151619;"Schneider, T. & Müller, O.,2006: Der Endemit Boyeria cretensis:
Beobachtungen zur Verhaltensbiologie der Imagines
(Odonata: Aeshnidae).Libellula 25 (3/4)";KV60
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,3110121;24,35355945;"Schneider, T. & Müller, O.,2006: Der Endemit Boyeria cretensis:
Beobachtungen zur Verhaltensbiologie der Imagines
(Odonata: Aeshnidae).Libellula 25 (3/4)";KV51
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,35083333;24,31777778;"Schneider, T. & Müller, O.,2006: Der Endemit Boyeria cretensis:
Beobachtungen zur Verhaltensbiologie der Imagines
(Odonata: Aeshnidae).Libellula 25 (3/4)";KV51
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,1911531;24,465282;"Schneider, T. & Müller, O.,2006: Der Endemit Boyeria cretensis:
Beobachtungen zur Verhaltensbiologie der Imagines
(Odonata: Aeshnidae).Libellula 25 (3/4)";KU69
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,43583333;23,94;"Schneider, T. & Müller, O.,2006: Der Endemit Boyeria cretensis:
Beobachtungen zur Verhaltensbiologie der Imagines
(Odonata: Aeshnidae).Libellula 25 (3/4)";GE62
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,315583;24,35925;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV51
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,319833;24,326667;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV51
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,314533;24,374867;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV61
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,337533;24,503917;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV71
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,272367;24,579133;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV70
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,228369;24,643148;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV80
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,216603;24,690128;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);KV80
Odonata;Aeshnidae;Boyeria;Boyeria cretensis;Kriti;35,09445;24,852217;Brochard, C. & E. van der Ploeg,2013: Searching for exuviae of endemic Odonata species in Greece.Brachytron, 15(2);LU08
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,01554;25,74298;Ramme W ,1927: Die dermapteren und orthopteren Siziliens und Kretas. .Revista española de entomología ;LU87
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,01554;25,74298;Ramme W ,1927: Die dermapteren und orthopteren Siziliens und Kretas. .Revista española de entomología ;LU87
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,30399769;24,03340353;Willemse F ,1984: Fauna Graeciae Ⅰ: Catalogue of the Orthoptera of Greece. .Hellenic Zoological Society, Athens;krtlef
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,300617;23,909043;Willemse F ,1984: Fauna Graeciae Ⅰ: Catalogue of the Orthoptera of Greece. .Hellenic Zoological Society, Athens;GE60
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,300617;23,909043;Willemse, F., Kruseman, G.,1976: Orthopteroidea of Crete..Tijdschr. Ent.;GE60
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,3439423;23,9045535;Willemse F ,1984: Fauna Graeciae Ⅰ: Catalogue of the Orthoptera of Greece. .Hellenic Zoological Society, Athens;GE61
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,3439423;23,9045535;Willemse, F., Kruseman, G.,1976: Orthopteroidea of Crete..Tijdschr. Ent.;GE61
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,226311;24,7801;Willemse F ,1984: Fauna Graeciae Ⅰ: Catalogue of the Orthoptera of Greece. .Hellenic Zoological Society, Athens;LU09
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,236568;24,768438;Willemse, F., Kruseman, G.,1976: Orthopteroidea of Crete..Tijdschr. Ent.;LU09
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,236568;24,768438;Willemse, F., Kruseman, G.,1976: Orthopteroidea of Crete..Tijdschr. Ent.;LU09
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,236568;24,768438;Willemse, F., Kruseman, G.,1976: Orthopteroidea of Crete..Tijdschr. Ent.;LU09
Orthoptera;Tettigoniidae;Platycleis;Platycleis albopunctata cretica;Kriti;35,236568;24,768438;Willemse F ,1984: Fauna Graeciae Ⅰ: Catalogue of the Orthoptera of Greece. .Hellenic Zoological Society, Athens;LU09
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Paragamian, K., & Legakis, A.,1986:  Ecological and faunistic investigations of cave Ag. Paraskevi near Skoteino (Crete, Greece)..Rapp. Comm, int. Mer Médit,;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Willemse, F., Kruseman, G.,1976: Orthopteroidea of Crete..Tijdschr. Ent.;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Willemse, F., Kruseman, G.,1976: Orthopteroidea of Crete..Tijdschr. Ent.;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Willemse F ,1984: Fauna Graeciae Ⅰ: Catalogue of the Orthoptera of Greece. .Hellenic Zoological Society, Athens;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Di Russo, C., Rampini, M., & Cobolli, M. ,2014: The cave crickets of Greece: a contribution to the study of Southern Balkan Rhaphidophoridae diversity (Orthoptera), with the description of a new species of Troglophilus Krauss, 1879..Biodiversity journal;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Paragamian, K. ,2019: Dolichopoda paraskevii Boudou-Saltet, 1973. In Paragamian, K., M. Poulinakis, S. Paragamian and I. Nikoloudakis. Cave fauna of Greece database - .Hellenic Institute of Speleological Research. ;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Paragamian, K. ,2019: Dolichopoda paraskevii Boudou-Saltet, 1973. In Paragamian, K., M. Poulinakis, S. Paragamian and I. Nikoloudakis. Cave fauna of Greece database - .Hellenic Institute of Speleological Research. ;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Paragamian, K. ,2019: Dolichopoda paraskevii Boudou-Saltet, 1973. In Paragamian, K., M. Poulinakis, S. Paragamian and I. Nikoloudakis. Cave fauna of Greece database - .Hellenic Institute of Speleological Research. ;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Kollaros D, Paragamian K and Legakis A ,1987:  Notes on the systematics of cavernicolous Orthoptera of Crete. .Biologia gallo-hellenica ;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Allegrucci G, Trucchi E and Sbordoni V ,2011: Tempo and mode of species diversification in Dolichopoda cave crickets (Orthoptera, Rhaphidophoridae). .Molecular Phylogenetics and Evolution ;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Beron P ,1986: Results of the studies of the cave fauna of Greece. .Biologia gallo-hellenica ;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Boudou, -, Saltet, P.,1973: Les Dolichopodes (Orth. Rhaph.) de Grece. VIII - Nouvelles especes de Crete..Biologia Gallo-Hellenica;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Di Russo, C., Rampini, M., & Cobolli, M. ,2014: The cave crickets of Greece: a contribution to the study of Southern Balkan Rhaphidophoridae diversity (Orthoptera), with the description of a new species of Troglophilus Krauss, 1879..Biodiversity journal;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Chopard L ,1957: Note sur les Orthoptères cavernicoles de Créte. .Bulletin de la Société entomologique de France ;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,304711;25,297715;Boudou, -, Saltet, P.,1973: Les Dolichopodes (Orth. Rhaph.) de Grece. VIII - Nouvelles especes de Crete..Biologia Gallo-Hellenica;LV40
Orthoptera;Rhaphidophoridae;Dolichopoda;Dolichopoda paraskevi;Kriti;35,2046549;25,61345342;Ketmaier, V., Cobolli, M., De Matthaeis, E., Rampini, M.,2000: Biochemichal systematics and patterns of genetic divergence between the Troglophilus species of Crete and Rhodos (Orthoptera, Rhaphidophoridae).Belg.J.Zool.;LU79
