assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
138884087,165504,Coenagrion intermedium,Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",2020,2019-11-29 00:00:00 UTC,3.1,English,"European regional assessment: Endangered (EN B1ab(ii,iii,v)+2ab(ii,iii,v);<br/>EU 27 regional assessment: Endangered (EN B1ab(ii,iii,v)+2ab(ii,iii,v))<em></em><em></em><em><br/><br/></em><em>Coenagrion intermedium</em> is endemic to the island of Crete, Greece. Its present known extent of occurrence (EOO; based on collection records dated 1990 and later) is smaller than 5,000 km². Currently, the species is known from only 18 localities spread over only 15 locations and is confined to upper courses of brooks with shady habitats and moderate current speed. The population is regarded as severely fragmented, and a future population and range decline is expected due to climate change and rapid habitat degradation due to water over exploitation. All lotic habitats in Crete are threatened given the present climate trend and the increased water demand and caption. Given these threats, the expected increase in fragmentation of the species' distribution, and the small EOO and area of occupancy (AOO), this species is assessed Endangered (EN). If increased fragmentation of the population is not confirmed by the announced updating project by the recently organised Cretan group, this species would be reassessed as Near Threatened (NT).","Jödicke (2005) mentions <em>Coenagrion intermedium</em> from both running and standing waters. The former is assuredly the most important habitat as running waters are more common on the island and findings in standing water have been just occasional in localities where a brook feed a lake. The species was found at brooks near the coast but also in inland stretches, particularly at headwaters surrounded by gallery forests. It is absent from brooks without gallery forests. The species has a preference for stretches of brooks with a slow current and larvae have been collected from between submerged tree roots.","<em>Coenagrion intermedium</em> has presumably declined as a result of rapid habitat destruction and degradation, human exploitation of water, water pollution, eutrophication and forest destruction. <em>Coenagrion intermedium</em> is threatened due to its restricted distribution and its few numbers of known localities (currently 18 places on 15 streams). The current Greek agricultural policy leads to the decrease of <em>C. intermedium</em> by allowing for and favouring the cultivation and irrigation of olive trees (even directly at springs), the change of water regime of streams and streamlets and the destruction of bank side vegetation. Climatic change will also have a negative impact on breeding sites in the future, but this is already exacerbated by the increased water demand for agriculture and urbanized areas.","According to Jödicke (2005), the species is widespread and common on Crete, but the habitat quality is declining and the natural fragmentation of the species is likely to increase as a consequence of climate change and increase of water demand (Boudot and Kalkman 2015).",Decreasing,"<em>Coenagrion intermedium</em> is endemic to Crete (Greece) (Battin 1989, 1993; Boudot <em>et al.</em> 2009). Most of its populations are isolated by high mountain systems and dry areas (Boudot and Kalkman 2015) and this natural fragmentation is likely to increase due to drying of some headwater stretches (climate change and increase of water demand). Due to the recent discovery of six new localities (within five locations), 18 localities (within 15 locations) have been inhabited by this species since 1990. If all subpopulations survived (which is unlikely), its present area of occupancy (AOO) would be 72 km², which likely overestimates the actual area occupied by this headwater specialist.<br/><br/>Figure 1 in the Supplementary Information shows the available locality data for this species.",,Terrestrial|Freshwater (=Inland waters),"Control of water use and gallery forest preservation are required. The capture of springs and headwaters should be absolutely prohibited, whereas this kind of alteration clearly increases throughout Greece as a reaction to climate change. Erection of natural reserves involving the upper course of Cretan brooks is necessary. Updating the species distribution and mapping populations is also needed, as current records are limited (only 38 in a rather small number of localities from 1990 onwards). This should be done through the recent constitution of a Cretan group focusing on this species and <em>Boyeria cretensis</em>.",Palearctic,,false,false,"Global, Europe & Mediterranean"
140015452,16084372,Oropodisma erymanthosi,Vulnerable,D2,2019,2018-12-13 00:00:00 UTC,3.1,English,"The Erimanthos Mountain Grasshopper (<em>Oropodisma erymanthosi</em>) is endemic to Greece, and is only known from Mt. Erimanthos in the north-west of the Peloponnesus.&#160;This species is assessed as Vulnerable since it has a very restricted geographic range (extent of occurrence (EOO) is 25 km²), it occurs at only one location and any changes to the grazing regime of its habitat&#160;could drive the species to become Critically Endangered or Extinct in the near future. Further research is needed into the population size, its area of occupancy and into the effects of grazing on this grasshopper. In addition, the grazing regime needs to be adjusted in a way to prevents future population declines.","Mountain Grasshoppers&#160;are a high mountain species which, as a rule, typically live above the timberline (1,600-1,800 m above sea level). They are found on open rocky slopes with a sparse vegetation of herbs and grasses. They seem to prefer spots with loose rocks among which they can easily hide. This species is found at elevations of 1,600-2,000 m above sea level.","Like other mountains, Mt. Erymanthos is grazed by goats in the summer, but the extent of grazing is unknown. However, any changes to the grazing regime could lead the population to decline rapidly. Taking into account the extent of the effects of grazing and the distribution of this species, it is considered to occur at only one location.",<p>There is no available information on the population size and the population trend of this species.</p>,Unknown,"The Erimanthos Mountain Grasshopper is endemic to Greece, and is only known from Mt. Erimanthos in the north-west of the Peloponnesus (Willemse 1971, Willemse 1984).&#160;This species' extent of occurrence (EOO) is 25 km².",The species is not used or traded.,Terrestrial,"No conservation measures are in place for this species, but it occurs in at least one protected area. Further research is needed into the population size, its area of occupancy and into the effects of grazing on this grasshopper. In addition, the grazing regime needs to be adjusted to prevent future population declines.",Palearctic,,false,false,"Global, Europe & Mediterranean"
140514673,59706,Cordulegaster helladica,Endangered,"A2c+3c; B2ab(ii,iii,iv,v)",2020,2019-12-03 00:00:00 UTC,3.1,English,"<em>Cordulegaster helladica</em> is a polytypic taxon endemic to southern Greece (Boudot 2001, Boudot and Kalkman 2015). Since 1990, the nominal subspecies has been recorded from 79 localities in 100 independent locations, but some former populations are either now extinct due to water capture directly at springs or strongly altered due to forest fires and significant spring displacement downstream. Its present known area of occupancy (AOO) is 492 km². It remains fairly flourishing in the north and the south of the Peloponnese and Euboea (Evvia) island, although some populations have been reduced or have even disappeared in some localities due to increasing drought.<br/><br/>The species faces problems from erosion and conservation of springs  throughout its range, particularly after forest fires, which are  occurring more and more frequently in Greece. Recent drought conditions  have resulted in some populations being lost or significantly reduced and this is thought to continue in the future. <em>Cordulegaster helladica</em>  is mostly confined to spring areas and headwaters, and this type of  habitat is highly sensitive to drying out in the context of continuing  climate change and increasing rainfall deficit. It is likely that the  population has declined by at least 30% during the past 10 years based  on the observed reduction of favourable areas and continuing habitat degradation,  and that this will continue during the next 10 years due to increasing  drought periods. Its current AOO is also smaller than 500 km², all subspecies pooled, and the  population increasingly scattered and fragmented. The species is therefore assessed as Endangered (EN B2ab(ii,iii,v)).<br/><br/>Due to the enormous differences between the distribution of the three subspecies, subspecies <em>buchholzi </em>and <em>kastalia</em> each deserve special attention:<br/><ul><li><em>Cordulegaster helladica buchholzi</em> currently is known from about 43 localities in 29 independent locations (based on records since 1990) in three of the Cyclades Islands (Andros, Tinos and Naxos). Its known extenmt of occurrence (based on the area within a minimum convex polygon around collection records, sea included) is only 1,328 km² (EOO around occupied HydroBASIN areas is 3,164 km²). Its current known AOO is 172 km². One of the older known localities has been destroyed. Its small AOO (172 km²) and EOO (1,328-3,164 km²), together with decreasing quality of its habitat  through rainfall deficit, which increases its original range  fragmentation, qualifies this subspecies for Endangered (EN B1ab(iii)+2ab(iii)).</li></ul><ul><li><em>Cordulegaster helladica kastalia</em> is known to reproduce in only two or three, barely 100 m stretches of water in two minute trickles, which may well dry out in any drought period. <em>Cordulegaster h. kastalia</em>, with its small populations occurring in their distant locations, its tiny EOO (4-171 km², based on the area within a minimum convex polygon around known collection records and around the occupied HydroBASIN area) and AOO (4 km², with known actual area occupied within this area barely 0.2–0.5 km²), and the  utmost sensitivity of its breeding habitats, expected to suffer from  future dessication events in the context of continuing climate change,  is at the verge of extinction; this subspecies qualifies as Critically  Endangered (CR B1ab(iii,v)+2ab(iii,v); D).</li></ul>","This species occurs in mountain brooks and spring areas, particularly in headwater stretches.","The main threats to the species are water harnessing for human uses as well as forest fires, which result in drying up of springs and brooks. Cleaning-out of the holly Kastalian spring at Delphi, the type locality of <em>Cordulegaster helladica kastalia</em>, and over collection by Odonatologists in Delphi (but the site is now much more well-closed than in the past due to the risk of stone fall) and the Cyclades.","A number of mainland populations are still flourishing but one in the Cycades (Naxos islands) is now extinct due to spring capture and other in the Peloponnese and mainland Greece suffers from drought and spring downstream displacement, the former spring upstream being dry as a result of rainfall deficit and forest fires. The population is more and more severely scattered. At a given habitat, the number of individual are enough to allow the populations to reproduce and survive, except for subspecies <em>Cordulegaster helladica kastalia</em>, where, in each of the two or three localities known, not more than 10-15 individuals have been found on the wing.",Decreasing,"<em>Cordulegaster helladica</em> is endemic to Peloponnesus and the southernmost parts of mainland Greece, as well as the Cyclades islands over a current extent of occurrence (EOO) of 52,261–68,453 km², known from 125 localities and 98 locations (based on records from 1990 onwards). Three subspecies have been described: <em>C. h. helladica</em> from Peloponnese, mainland Greece and Euboe island (an additional locality at Mount Olympus is doubtful); <em>C. h. buccholzi</em> from Naxos, Tinos and Andros islands; and <em>C. h. kastalia</em> from two or three localities, including the holly Kastalian spring in the Delphi archeological site (Boudot and Kalkman, 2015). These subspecies are genetically distinct (Froufe <em>et al</em>. 2014). Its area of occupancy (AOO), including all subspecies together 492 km².<br/><br/><em>Cordulegast</em>er <em>h. helladica</em> is the most widespread subspecies on mainland Greece, the Peloponnese and Euboe island and currently is known from 79 localities over an area of 33,363 km² of which only 42% (21,665 km²) is terrestrial; this freshwater lotic species cannot reproduce in seawater and never flies over the sea. Its current (AOO), based on records since 1990, is 316 km². Its range is fragmented into several clusters of localities: one in the southern Peloponnese (Taygetos Mountains); a second in the northern half of this peninsula; and the remaining localities scattered over the south of mainland Greece and on the island of Euboea (Evvia).<br/><em><br/></em><em>Cordulegaster h. buchholzi</em> currently is known from 43 localities in the Cyclades archipelago (Andros, Tinos and Naxos) over an area of 1,328 km² (based on records since 1990 and including sea areas). Its current AOO (based on records since 1990) is about 172 km².<br/><em><br/></em><em>Cordulegaster h. kastalia</em> is the most scarce subspecies, known from only two or three very small locations 42 km apart (one could not be checked for subspecies identification since its publication). This subspecies has a tiny AOO of 4 km² (this subspecies actually occupies just two tiny brook sections of hardly 100 m length on a total true area of less than 0.5 km²). This subspecies is clearly on the verge of extinction<em>.<br/><br/></em>Figure 1 in the Supplementary Information shows the available locality data for this species.<em><br/></em>",,Terrestrial|Freshwater (=Inland waters),"Forest preservation and control of water use are needed. At Delphi, a good understanding of the water pathway in karst-type mountain is required. The area of the Kastalian spring&#160; area is now efficiently closed to prevent possible visitors from stote falling. Any cleaning-out of the spring/brook should be discarded.",Palearctic,,false,false,"Global, Europe & Mediterranean"
149163467,149163465,Katara connexa,Critically Endangered,B1ab(iii)+2ab(iii),2021,2020-02-25 00:00:00 UTC,3.1,English,"This species is endemic to the EU 27, within which it is known only from a small area between the Katara Pass and Kampos Despoti, in the Pindos Mountains in Greece. Based on the small geographic range (AOO = 8 km<sup>2</sup>), its occurrence in only one location and a continuing loss of habitat quality due to unsustainable grazing as the main threat, this species is assessed as Critically Endangered. Grazing management and research on its ecology, population size and trend is needed, as well as the identification of the host plant.",<em>Katara connexa</em> prefers montane conifer forests of <em>Pinus heldreichii/P. nigra </em><em>pallasiana</em>. The flight period is in May&#160;(Vujić <em>et al. </em>2019). The developmental stages are undescribed and the scientific name of the host plant has not been determined.,"The main threat to this species is unsustainable grazing. A lot of sheep and cattle graze in the meadows of the Pindos Mountains during late spring and summer. Tourism can also negatively affect the population (WWF, 2020), and fire is a potential future threat.","There are only 23 records, the latest from 2016, with surveys every 2-4 years. The population trend is considered stable, but in very low numbers, and due to decline in the quality of its habitat, it is likely to decline in the future. It is a very localized species.",Stable,"This EU 27 endemic species is known only from a single area between the Katara Pass and Kampos Despoti, in the Pindos Mountains in central Greece (Vujić <em>et al.</em> 2019). It is considered to occur in one location based on the threat of grazing.",There is no known use of or trade in this species.,Terrestrial,"This species has been found in Periochi Metsovou (Anilio - Katara) protected area, part of the Natura 2000 network. Another endemic species,&#160;<em>Cheilosia katara</em>, described by Claussen and Vujić (1993), was also found at the same locality. These two species have been recorded only in these relict&#160;<em>Pinus heldereichii&#160;</em>and&#160;<em>P. nigra</em>&#160;forests, demonstrating the importance of the Pindos Mountain Range in the preservation of relict European hoverflies (Vujić <em>et al. </em>2020). Although this area is protected, grazing is intense and should be controlled, and the natural forest maintained. Additional research on its ecology, population size and trend is needed, as well as the identification of the host plant.",Palearctic,,false,false,"Global, Europe & Mediterranean"
149164125,149164123,Cheilosia katara,Critically Endangered,"B1ab(iii,v)",2021,2020-03-04 00:00:00 UTC,3.1,English,"<p></p><p>The Katara Pass, on the Greek mountain Pindos is the sole locality of this species<em></em>. Due to its very small area of occupancy and extent of occurrence (both 12 km<sup>2</sup>), one location (due to the threat of grazing in the area) and the continuing decline in the quality of its habitat (and apparently in the number of mature individuals, inferred from evidence of recent decline) due to grazing, encroachment, development of winter tourism and developing infrastructure, this species is assessed as Critically Endangered&#160;</p><p></p>","<p>This species prefers open areas with seepages/flushes in relict montane forest of <em>Pinus heidreichii/P.nigra </em>ssp<em>.pallasiana</em> (Vujić 1996). The adults are stocky with short wings, which results in their clumsy and short flight (Vujić 1996). They visit flowers of <em>Ranunculus</em> (Vujić 1996). It seems that it appears only over a short period during spring, from the end of April until mid-May (Speight 2018). The larvae are undescribed, but are presumably phytophagous.</p>","<p>Although found only at the borders of the Pindos National Park, this species is facing threats. It is impacted by grazing of goats and sheep in the area, and this is probably its main threat (A. Vujić pers. comm. 2019) since it is a strict endemic found only in a very small area. Additional threatening factors besides overgrazing are forest encroachment (construction sites, intense machinery use, large number of logging operations), development of winter tourism and the developing infrastructure in this area. The dense forest road network (that serves mostly for forest exploitation) influences the level of disturbance. Landslides and erosion following the loss or degradation of forest cover have already been observed in many parts of the forest (Calisto 2020).&#160;</p>","<p>There is no information on population size. All specimens were found in only one subpopulation in a very restricted geographic area. Fewer than 30 specimens were found in the period 1990-2012. Most specimens date from 1990 and 2011. There are no more recent records, despite surveying at least three times in the last five years. Therefore the current population trend is considered to be decreasing&#160;(A. Vujić pers. comm. 2019), however it is not yet considered to be extinct in wild.</p>",Decreasing,"<p>This species is endemic to Europe, specifically to Pindos Mountain in the Peloponnese (Greece: Vujić <em>et al</em>. 2020). Its range is restricted to an extremely small geographic area above 1,000 m altitude near Metsovo, called the Katara Pass. It can be considered a strict local endemic of this area and a relict species. The extent of occurrence (EOO) of the species is 12 km<sup>2</sup> and its area of occupancy (AOO) is also 12 km<sup>2</sup>. It is found between 1,350 m and 1,680 m above sea level.</p>",This species is not traded and not commercially utilized.,Terrestrial,"<p>There are no known conservation actions for this species. Limiting the habitat destruction and further research on its population, life history and threats is needed, as well as monitoring and management of grazing. It is found within the Pindos National Park, formally a protected area but in reality the part where this species is found is strongly impacted by human activities. Increasing awareness  is needed of the local people regarding the fact that this is the only place where <em>Cheilosia katara</em> occurs, as well as its inclusion in national legislation documents.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
149164628,149164626,Xanthogramma pilosum,Endangered,B2ab(iii),2021,2020-02-18 00:00:00 UTC,3.1,English,"<p>This European endemic species is regarded as Endangered due to the restricted area of occupancy (8 km<sup>2</sup>) based on on currently known records, occurrence in two locations, and a projected reduction in habitat extent and quality. Despite the fact that the Greek hoverflies have been rather well studied (Vujić <em>et al.</em> 2020), <em>X. pilosum</em> has only been found in Lesvos island and the Rhodope region (mainland Greece). Especially in Lesvos, tourism-related activities may provoke changes in some of the habitats of this species, for example, <em>X. pilosum</em> appears to find refuge in organic olive orchards (Speight 2018) that might be abandoned by owners due to changes in economic activity. In the Rhodope region, fires may threat this species.<br/><span lang=""EN-GB""><span lang=""EN-GB""><br/>It is assumed that the species has a wider distribution than currently known, and it should be reassessed if further data on its distribution become available.</span></p>","This species has been found close to temporary streams in evergreen oak (<em>Q. coccinea</em>), matorral and organic olive orchards. Adults fly through tall-herb vegetation, in April, and visit <em>Euphorbia</em> flowers (Speight 2018). The larva is totally unknown but expected to be predatory.","<p><span lang=""EN-GB"">There are no specific threats documented for this species. At least in the island of Lesvos, habitat destruction and tourist pressure could be two significant threats. Tourist development may encourage the abandonment of traditional olive orchards, which appear to represent a potential refugia for this species. Fires may also threaten this species both in their insular and mainland populations (A. Vuji<span lang=""EN-GB"">ć pers. comm. 2020; <a href=""https://rewilding-rhodopes.com/life-vultures/areas/"">https://rewilding-rhodopes.com/life-vultures/areas</a>). In Rhodopes, the modification of vegetation due to <span lang=""EN-GB""><span lang=""EN-GB"">abandonment of livestock breeding  can be a future threat for this species in the future (<span lang=""EN-GB""><span lang=""EN-GB""><span lang=""EN-GB""><span lang=""EN-GB""><a href=""https://rewilding-rhodopes.com/life-vultures/areas/"">https://rewilding-rhodopes.com/life-vultures/areas</a>).</span></span></span></span></p>","Only three specimens are reported so far, but the two known locations are far from each other, so the species is expected to be present in intervening areas. There are not enough data to estimate the population size or trend of this species. However, the hoverfly fauna of Lesvos has been well-studied in the last decade and this species has been found just in one location within the island, so the Lesvos subpopulation is apparently very small, or that hoverfly sampling on this island has not been focused on the main activity period of this species, which seems to be early in the year (April) (Nedeljković <em>et al.</em> 2018<span lang=""EN-GB"">).<span lang=""EN-GB""><br/><span lang=""EN-GB""></span>",Unknown,"This species is recorded only from Greece, both from the northeastern mainland (the Rhodope region) and on the Aegean island of Lesvos (Nedeljković <em>et al.</em> 2018<span lang=""EN-GB"">). It has an area of occupancy based on known records of 8 km<sup>2</sup>.&#160;The species is for sure present in other localities, but additional surveys are necessary to better understand the range of this species.","This species is not subject to trade or use.&#160;Even though it has a potential use in pest control of the presumed insect prey and in crop pollination, the rarity of this species makes commercial exploitation difficult.",Terrestrial,"<p><span lang=""EN-GB"">There are no conservation actions for this species, and as its ecological requirements and larval biology are unknown further research is needed in order to identify appropriate conservation measures.&#160;Monitoring is needed to understand population trends and impacts of threats.&#160;There is also need for research on the distribution of this recently described species.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
149164662,149164659,Xanthogramma aeginae,Endangered,B1ab(iii)+2ab(iii),2021,2020-02-18 00:00:00 UTC,3.1,English,"This species is regarded as Endangered due to its low extent of occurrence (1,434 km<sup>2</sup>) and area of occupancy (32 km<sup>2</sup>) and a projected reduction in the area and quality of habitat as a result of the increased frequency of fire. Based on the fact that a fire could impact large parts of the islands where this species is recorded, the eight known localities are thought to occur in four locations.<span lang=""EN-GB"">","This species inhabits Mediterranean forests and shrubs. Adults fly from the end of March to the beginning of May. The larva is unknown, but suspected to be an aphid predator like other congeneric species (Nedeljković <em>et al.</em> 2018<span lang=""EN-GB"">).","There are no specific threats documented for this species. However, at least on Lesvos, habitat destruction and tourist pressure could be two main threats. Fire could be a threat, at least for adults of this species, on both Lesvos and Chios (A. Vujić  pers. comm. 2020), since these islands are so small that a single major fire could destroy all suitable habitats.","There are no estimates of the population size and trend for this species. Given that 17 specimens were collected on Chios island and just one on Lesvos, the Chios subpopulation appears to be larger than that on Lesvos (Nedeljković <em>et al.</em> 2018<span lang=""EN-GB"">).",Unknown,"<em>Xanthogramma aeginae</em> was recently described from specimens collected on the Aegean islands of Chios and Lesvos in Greece (Nedeljković <em>et al.</em> 2018<span lang=""EN-GB"">). These are the only localities where the species has been recorded so far. The species has an extent of occurrence of 1,134 km<sup>2</sup>, and an area of occupancy based on known records of 32 km<sup>2</sup>.","This species is not subject to any trade or use.&#160;Even though it has a potential use in pest control of their prey and in crop pollination, the rarity of this species makes commercial exploitation difficult.",Terrestrial,"There are no conservation actions in place for this species. Three of the collection sites are within the&#160;<em>Voreia Chios Kai Nisoi Oinousses Kai Paraktia Thalassia Zoni </em>Natura 2000 site. Since its larval biology is completely unknown and its requirements consequently unclear, life history research is needed in order to determine appropriate conservation measures. Monitoring is required to establish population trends and impacts of threats. There is also need for research on the distribution of this recently-described species.",Palearctic,,false,false,"Global, Europe & Mediterranean"
149165034,149165032,Merodon peloponnesius,Endangered,B1ab(iii)+2ab(iii),2021,2019-11-13 00:00:00 UTC,3.1,English,"The species is endemic to the southern part of the Peloponnese Peninsula, where it is found in open areas within Mediterranean pine forests and Mediterranean maquis. It is assessed as Endangered due to its very restricted area of occupancy (AOO) (12 km<sup>2</sup>) and extent of occurrence (EOO) (423 km<sup>2</sup>), and because it is considered to occur in three locations, based on urbanisation as the major threat. There is a continuous decline of&#160; the habitat quality and extent due to commercial and residential development, as well as fires.","<p>This species prefers open areas in Mediterranean pine forests and Mediterranean maquis (<a name=""_Hlk36286068"">Vujić <em>et al.</em> 2020</a>). The adults fly <a style=""mso-comment-reference:RV_1; mso-comment-date:20200328T1108"">in October (</a><a name=""_Hlk36285484"">Radenković <em>et al. </em>2018</a>). The developmental stages and host plant are not known. <br/></p>","Habitat loss is the main threat due to increasing rates of urbanisation and the extension of transport networks mostly due to tourism. In addition, fires present a great threat to the habitats throughout the Mediterranean and the habitat of this species is no exception.","There is no information about the population trend. Only 21 specimens from 3 point localities have been collected so far, all from 2014.",Unknown,"<p>The species is endemic to the southern part of the Peloponnese Peninsula in Greece (<a name=""_Hlk36285408"">Speight 2020</a>), where it has been recorded at three localities (Radenković<em> et al.</em> 2018, Vujić <em>et al. </em>2020). The extent of occurrence (EOO) of the species is estimated to be 423 km<sup>2</sup>, and the area of occupancy (AOO) is estimated to be 12 km<sup>2</sup>.</p>",The species is not utilised.,Terrestrial,"There are no conservation actions known for this species.&#160;One point locality occurs within the Natura 2000 network (Oros Mainalo). The conservation of habitat and fire prevention is crucial for its survival. Additional research on its ecological preferences, population size and trends, and threats, is needed. Monitoring of the population and habitat trends is required. Awareness should be raised about its importance.",Palearctic,,false,false,"Global, Europe & Mediterranean"
149165102,149165099,Merodon nisi,Endangered,B2ab(iii),2021,2019-12-04 00:00:00 UTC,3.1,English,"<p>This species is listed as Endangered because the area of occupancy (AOO) is very low (24 km<sup>2</sup>), and the number of locations is five-six. Additionally, the species is restricted only to two Greek islands in Europe (Crete and Rhodes), where it is registered with only a few specimen (27 in total) over the years of sampling based on all known findings. The number of locations is defined mainly by overgrazing, and also by fire. Because Rhodes is exposed to strong winds, the probability for fires to spread across larger areas is higher. A continuing decline in habitat quality and extent is expected. However, further research is needed into the population size and trend, habitat and ecological requirements and to understand better the threats affecting the species.</p>","<p>The species prefers open areas in dry <em>Pinus </em>forest, Mediterranean scrub (Veselić <em>et al</em>. 2017) and maquis&#160;(Vujić <em>et al. </em>2020). The flight period is in October (Veselić <em>et al.</em> 2017, Speight 2020, Vujić<em> et al.</em> 2020). The adults are known to visit flowers of <em>Drimia&#160;</em>(Vujić <em>et al.</em> 2020). The species may tolerate low levels of grazing by livestock that are enough to maintain open areas. The developmental stages and host plant are unknown.&#160;</p>","Habitat loss is the main threat mainly due to overgrazing by goats and sheep in Greece (Arianoutsou-Faraggitaki 1985, Papanastasis 2004, Gkoltsiou 2011), particularly in Crete. On Rhodes, the expansion of tourism infrastructure is also an important threat. Additionally, fires can pose a threat. Because Rhodes is exposed to strong winds, the probability of fires spreading across larger areas is higher. Because of its limited distribution, the species is presumably threatened to some degree by climate change in the Mediterranean Basin (Tapoglou <em>et al</em>. 2019).","The population trend is unknown due to lack of data. However, based on all known findings, the area of this species in Europe is restricted to just two Greek islands (Crete and Rhodes), where it was recorded with only 27 specimens (3 from Rhodes and 24 from Crete) across 6 point localities from 1986 to 2016.",Unknown,"<p>This species<em> </em>is endemic to Greece, where it has been recorded from a small number of records across Crete and two records on the East Aegean island of&#160;Rhodes. The area of occupancy (AOO) is 24 km<sup>2</sup>, while the extent of occurrence (EOO) is 12,913 km<sup>2</sup>.</p>",This species is not traded or exploited commercially.,Terrestrial,"<p>So far this species has not been the subject of any targeted conservation action. It partially occurs within the Natura 2000 network. Considering that in Europe, the area of this species is restricted to just two Greek islands (Crete and Rhodes), it is recommended that the areas where it occurs receive some kind of protection. Additional research is needed on its population size and trend, habitat and ecological requirements, and to understand its threats better. Monitoring the habitat and population trends is required. Introducing this endemic species into the National list of protected species, as well as increasing awareness is very important.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
149165216,149165213,Merodon naxius,Endangered,B1ab(iii)+2ab(iii),2021,2019-12-03 00:00:00 UTC,3.1,English,"<p>This species is endemic to the islands of Naxos and Iraklia in Greece. It is listed as Endangered because the area of occupancy (AOO) (20 km<sup>2</sup>) and extent of occurrence (EOO) (124 km<sup>2</sup>) are small, and the range of this species is restricted only to two Aegean islands (in two-three locations), which prevents its expansion and the exchange of genetic material. The number of locations is defined based on the overgrazing by livestock and high erosion risk on Naxos. Due to intensifying overgrazing by goats and sheep in Greece (Arianoutsou-Faraggitaki 1985, Papanastasis 2004, Gkoltsiou 2011), the quality of the suitable habitats for this species is expected to decline. Additionally, results of Nastos <em>et al. </em>(2010) indicate a high erosion risk on Naxos, as well as amplified erosion processes, together with a change in land cover and land use, which are the main drivers for the desertification of the island. Further research is needed about the habitat and ecological requirements and to understand better the threats affecting the species.</p>",This species prefers Mediterranean maquis. It is known to visit <em>Dittrichia viscosa </em>(Vujić <em>et al.</em> 2020). The flight period is during October (Speight 2020). The developmental stages and the host plant are unknown.,"Habitat loss is the main threat due to overgrazing by livestock that can additionally cause desertification through erosion processes (S. Radenković pers. comm. 2020). Its range is restricted to just two of the Cycladic islands (Naxos and Iraklia), and hence range expansion is restricted as well as the exchange of genetic material. <br/><br/>Loss of habitat quality is expected because of intensifying overgrazing by goats and sheep on the Greek Islands (Arianoutsou-Faraggitaki 1985, Papanastasis 2004, Gkoltsiou 2011). Additionally, Nastos <em>et al.</em> (2010) indicated a high erosion risk on Naxos, as well as amplified erosion processes and change in land cover and land use, the main drivers of desertification on the island. This species has a relatively restricted range, making it more vulnerable to climate change. The Aegean Sea is considered to be the area of the Mediterranean Sea most exposed to sea level rise, with particularly strong impacts on the majority of its coastal areas (Klaoudatos <em>et al.</em> 2015).","The population trend is unknown due to the lack of data, but based on all known findings, it is endemic to Greece and occurs only on two Greek islands: on Naxos 3 specimens were collected in 2012 (one female) and two males in 2014; 16 specimens were collected on Iraklia in 2018.",Unknown,"This species is endemic to Greece, where it is known from just two of the Cyclades&#160;islands, Naxos (two localities in the north of the island) and Iraklia (four localities on the eastern side of the island) (Vujić <em>et al</em>. 2020). The area of occupancy (AOO) is 20 km<sup>2</sup>, while the extent of occurrence (EOO) is 124 km<sup>2</sup>.",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is not the subject of any targeted conservation action.&#160;Iraklia is protected within the Greek Natura 2000 framework as part of the site of Community Importance site GR4220013 (EUNIS 2017). However, the subpopulations on Naxos do not occur in protected areas. Since the species is narrowly distributed and endemic to Greece, conservation actions have to be focused on conservation of suitable habitat and adequate levels of grazing (i.e. adequate management of habitats). Monitoring of its population and habitat trends is required. Introducing this endemic species into the National list of protected species, as well as increasing awareness is very important.</p>",Palearctic,,false,false,"Global, Europe & Mediterranean"
